Consolidate compiler generated dependencies of target dataAnalysis
[ 33%] Building CXX object CMakeFiles/dataAnalysis.dir/src/archiveReader.cpp.o
[ 66%] Linking CXX executable dataAnalysis
[100%] Built target dataAnalysis
AC 0 2 7534 2020-05-30
AC 0 0 26702 2020-05-30
AC 1 5 10420 2020-05-30
AC 0 4 12008 2020-05-30
AC 0 43 89072 2020-05-30
AC 0 1 18696 2020-05-30
AC 0 5 34884 2020-05-30
AC 0 0 8473 2020-05-30
AC 0 1 9581 2020-05-30
AC 0 6 19299 2020-05-30
AC 0 1 19311 2020-05-30
AC 0 19 19955 2020-05-30
AC 0 0 18824 2020-05-30
AC 0 0 12241 2020-05-30
AC 4 125 413418 2020-05-30
AC 1 2 19351 2020-05-30
AC 0 1 6717 2020-05-30
AC 0 7 46511 2020-05-30
AC 0 2 23236 2020-05-30
AC 1 4 43151 2020-05-30
AC 0 3 19596 2020-05-30
AC 7 231 894470 2020-05-30
AC 0 0 15490 2020-05-31
AC 0 2 7534 2020-05-31
AC 0 2 26702 2020-05-31
AC 0 1 10420 2020-05-31
AC 0 0 12008 2020-05-31
AC 2 32 89072 2020-05-31
AC 0 0 18696 2020-05-31
AC 0 0 34884 2020-05-31
AC 0 0 8473 2020-05-31
AC 0 0 9581 2020-05-31
AC 0 0 19299 2020-05-31
AC 0 1 19311 2020-05-31
AC 0 1 19955 2020-05-31
AC 2 14 18824 2020-05-31
AC 0 0 12241 2020-05-31
AC 2 84 413418 2020-05-31
AC 0 2 19351 2020-05-31
AC 0 0 6717 2020-05-31
AC 0 4 46511 2020-05-31
AC 0 2 23236 2020-05-31
AC 0 2 43151 2020-05-31
AC 0 0 19596 2020-05-31
AC 6 147 894470 2020-05-31
AC 0 0 15490 2020-06-01
AC 0 1 7534 2020-06-01
AC 0 1 26702 2020-06-01
AC 0 0 10420 2020-06-01
AC 0 0 12008 2020-06-01
AC 2 1 89072 2020-06-01
AC 0 18 18696 2020-06-01
AC 0 0 34884 2020-06-01
AC 0 0 8473 2020-06-01
AC 0 0 9581 2020-06-01
AC 0 0 19299 2020-06-01
AC 0 0 19311 2020-06-01
AC 0 1 19955 2020-06-01
AC 0 0 18824 2020-06-01
AC 0 0 12241 2020-06-01
AC 11 85 413418 2020-06-01
AC 0 0 19351 2020-06-01
AC 0 0 6717 2020-06-01
AC 0 0 46511 2020-06-01
AC 0 0 23236 2020-06-01
AC 0 0 43151 2020-06-01
AC 0 0 19596 2020-06-01
AC 13 107 894470 2020-06-01
AC 0 0 15490 2020-06-02
AC 0 7 7534 2020-06-02
AC 0 -1 26702 2020-06-02
AC 0 0 10420 2020-06-02
AC 0 3 12008 2020-06-02
AC 0 -1 89072 2020-06-02
AC 1 1 18696 2020-06-02
AC 0 3 34884 2020-06-02
AC 0 0 8473 2020-06-02
AC 0 2 9581 2020-06-02
AC 0 4 19299 2020-06-02
AC 1 1 19311 2020-06-02
AC 0 3 19955 2020-06-02
AC 0 10 18824 2020-06-02
AC 0 0 12241 2020-06-02
AC 2 48 413418 2020-06-02
AC 0 5 19351 2020-06-02
AC 0 3 6717 2020-06-02
AC 0 19 46511 2020-06-02
AC 0 3 23236 2020-06-02
AC 0 28 43151 2020-06-02
AC 0 1 19596 2020-06-02
AC 4 139 894470 2020-06-02
AC 0 2 15490 2020-06-03
AC 0 8 7534 2020-06-03
AC 1 17 26702 2020-06-03
AC -1 -1 10420 2020-06-03
AC 0 2 12008 2020-06-03
AC 0 37 89072 2020-06-03
AC 1 10 18696 2020-06-03
AC 0 8 34884 2020-06-03
AC 0 1 8473 2020-06-03
AC 0 0 9581 2020-06-03
AC 0 4 19299 2020-06-03
AC 0 9 19311 2020-06-03
AC 1 1 19955 2020-06-03
AC 0 3 18824 2020-06-03
AC 0 0 12241 2020-06-03
AC 2 52 413418 2020-06-03
AC 1 6 19351 2020-06-03
AC 0 0 6717 2020-06-03
AC 0 2 46511 2020-06-03
AC 1 0 23236 2020-06-03
AC 0 44 43151 2020-06-03
AC 0 9 19596 2020-06-03
AC 6 214 894470 2020-06-03
AC 0 0 15490 2020-06-04
AC 0 0 7534 2020-06-04
AC 0 0 26702 2020-06-04
AC 0 0 10420 2020-06-04
AC 0 0 12008 2020-06-04
AC 0 0 89072 2020-06-04
AC 0 0 18696 2020-06-04
AC 0 0 34884 2020-06-04
AC 0 0 8473 2020-06-04
AC 0 0 9581 2020-06-04
AC 0 0 19299 2020-06-04
AC 0 0 19311 2020-06-04
AC 0 0 19955 2020-06-04
AC 0 0 18824 2020-06-04
AC 0 0 12241 2020-06-04
AC 0 0 413418 2020-06-04
AC 0 0 19351 2020-06-04
AC 0 0 6717 2020-06-04
AC 0 0 46511 2020-06-04
AC 0 0 23236 2020-06-04
AC 0 0 43151 2020-06-04
AC 0 0 19596 2020-06-04
AC 10 342 894470 2020-06-04
AC 0 5 15490 2020-06-05
AC 1 13 7534 2020-06-05
AC 1 40 26702 2020-06-05
AC 0 21 10420 2020-06-05
AC 0 16 12008 2020-06-05
AC 5 141 89072 2020-06-05
AC 1 1 18696 2020-06-05
AC 0 9 34884 2020-06-05
AC 0 0 8473 2020-06-05
AC 0 15 9581 2020-06-05
AC 0 6 19299 2020-06-05
AC 0 24 19311 2020-06-05
AC 0 13 19955 2020-06-05
AC 1 16 18824 2020-06-05
AC 0 0 12241 2020-06-05
AC 9 159 413418 2020-06-05
AC 1 2 19351 2020-06-05
AC 0 30 6717 2020-06-05
AC 0 7 46511 2020-06-05
AC 0 19 23236 2020-06-05
AC 0 44 43151 2020-06-05
AC 0 24 19596 2020-06-05
AC 9 263 894470 2020-06-05
AC 1 0 15490 2020-06-06
AC 1 3 7534 2020-06-06
AC 0 17 26702 2020-06-06
AC 0 3 10420 2020-06-06
AC 0 3 12008 2020-06-06
AC 0 102 89072 2020-06-06
AC 0 4 18696 2020-06-06
AC 0 2 34884 2020-06-06
AC 0 3 8473 2020-06-06
AC 0 1 9581 2020-06-06
AC 0 6 19299 2020-06-06
AC 0 8 19311 2020-06-06
AC 0 4 19955 2020-06-06
AC 0 4 18824 2020-06-06
AC 0 0 12241 2020-06-06
AC 7 38 413418 2020-06-06
AC 0 7 19351 2020-06-06
AC 1 1 6717 2020-06-06
AC 0 3 46511 2020-06-06
AC 1 1 23236 2020-06-06
AC 0 23 43151 2020-06-06
AC 0 8 19596 2020-06-06
AC 11 241 894470 2020-06-06
AC 0 0 15490 2020-06-07
AC 0 0 7534 2020-06-07
AC 1 0 26702 2020-06-07
AC 0 5 10420 2020-06-07
AC 0 0 12008 2020-06-07
AC 1 377 89072 2020-06-07
AC 0 1 18696 2020-06-07
AC 0 8 34884 2020-06-07
AC 0 0 8473 2020-06-07
AC 0 1 9581 2020-06-07
AC 0 1 19299 2020-06-07
AC 0 -1 19311 2020-06-07
AC 0 1 19955 2020-06-07
AC 0 0 18824 2020-06-07
AC 0 0 12241 2020-06-07
AC 4 59 413418 2020-06-07
AC 0 1 19351 2020-06-07
AC 0 2 6717 2020-06-07
AC 0 0 46511 2020-06-07
AC 0 1 23236 2020-06-07
AC 0 2 43151 2020-06-07
AC 0 0 19596 2020-06-07
AC 6 458 894470 2020-06-07
AC 0 1 15490 2020-06-08
AC 0 1 7534 2020-06-08
AC 0 17 26702 2020-06-08
AC 0 0 10420 2020-06-08
AC 0 1 12008 2020-06-08
AC 3 24 89072 2020-06-08
AC 0 0 18696 2020-06-08
AC 0 0 34884 2020-06-08
AC 0 0 8473 2020-06-08
AC 0 0 9581 2020-06-08
AC 0 0 19299 2020-06-08
AC 0 0 19311 2020-06-08
AC 1 3 19955 2020-06-08
AC 0 2 18824 2020-06-08
AC 0 0 12241 2020-06-08
AC 0 84 413418 2020-06-08
AC 0 -1 19351 2020-06-08
AC 0 0 6717 2020-06-08
AC 0 10 46511 2020-06-08
AC 0 1 23236 2020-06-08
AC 0 1 43151 2020-06-08
AC 0 0 19596 2020-06-08
AC 4 144 894470 2020-06-08
AC 0 1 15490 2020-06-09
AC 0 9 7534 2020-06-09
AC 0 24 26702 2020-06-09
AC 0 11 10420 2020-06-09
AC 0 8 12008 2020-06-09
AC 1 73 89072 2020-06-09
AC 0 7 18696 2020-06-09
AC 0 8 34884 2020-06-09
AC 0 0 8473 2020-06-09
AC 0 8 9581 2020-06-09
AC 0 4 19299 2020-06-09
AC 0 12 19311 2020-06-09
AC 0 2 19955 2020-06-09
AC 1 16 18824 2020-06-09
AC 0 0 12241 2020-06-09
AC 9 74 413418 2020-06-09
AC 0 2 19351 2020-06-09
AC 0 14 6717 2020-06-09
AC 0 5 46511 2020-06-09
AC 1 8 23236 2020-06-09
AC 0 26 43151 2020-06-09
AC 0 18 19596 2020-06-09
AC 12 330 894470 2020-06-09
AC 0 0 15490 2020-06-10
AC 0 10 7534 2020-06-10
AC 0 24 26702 2020-06-10
AC 0 2 10420 2020-06-10
AC 1 0 12008 2020-06-10
AC 0 174 89072 2020-06-10
AC 1 0 18696 2020-06-10
AC 0 6 34884 2020-06-10
AC 0 0 8473 2020-06-10
AC 0 3 9581 2020-06-10
AC 0 3 19299 2020-06-10
AC 0 7 19311 2020-06-10
AC 0 0 19955 2020-06-10
AC 0 1 18824 2020-06-10
AC 0 0 12241 2020-06-10
AC 11 14 413418 2020-06-10
AC 0 0 19351 2020-06-10
AC 0 8 6717 2020-06-10
AC 1 8 46511 2020-06-10
AC 0 1 23236 2020-06-10
AC 0 23 43151 2020-06-10
AC 0 5 19596 2020-06-10
AC 14 289 894470 2020-06-10
AC 0 0 15490 2020-06-11
AC 0 0 7534 2020-06-11
AC 0 -9 26702 2020-06-11
AC 0 3 10420 2020-06-11
AC 0 10 12008 2020-06-11
AC 0 34 89072 2020-06-11
AC 0 9 18696 2020-06-11
AC 0 5 34884 2020-06-11
AC 0 3 8473 2020-06-11
AC 0 1 9581 2020-06-11
AC 0 0 19299 2020-06-11
AC 0 2 19311 2020-06-11
AC 0 6 19955 2020-06-11
AC 0 0 18824 2020-06-11
AC 0 0 12241 2020-06-11
AC 8 231 413418 2020-06-11
AC 0 9 19351 2020-06-11
AC 0 8 6717 2020-06-11
AC 0 11 46511 2020-06-11
AC 0 0 23236 2020-06-11
AC 0 6 43151 2020-06-11
AC 0 16 19596 2020-06-11
AC 8 345 894470 2020-06-11
AC 0 5 15490 2020-06-12
AC 1 9 7534 2020-06-12
AC 1 19 26702 2020-06-12
AC 0 0 10420 2020-06-12
AC 0 1 12008 2020-06-12
AC 1 9 89072 2020-06-12
AC 0 0 18696 2020-06-12
AC 0 0 34884 2020-06-12
AC 0 2 8473 2020-06-12
AC 0 0 9581 2020-06-12
AC 0 5 19299 2020-06-12
AC 0 0 19311 2020-06-12
AC 0 5 19955 2020-06-12
AC 0 2 18824 2020-06-12
AC 0 0 12241 2020-06-12
AC 6 85 413418 2020-06-12
AC 0 0 19351 2020-06-12
AC 0 0 6717 2020-06-12
AC 0 25 46511 2020-06-12
AC 0 25 23236 2020-06-12
AC 0 3 43151 2020-06-12
AC 0 9 19596 2020-06-12
AC 9 204 894470 2020-06-12
AC 0 0 15490 2020-06-13
AC 0 0 7534 2020-06-13
AC 0 0 26702 2020-06-13
AC 0 3 10420 2020-06-13
AC 0 11 12008 2020-06-13
AC 0 18 89072 2020-06-13
AC 0 0 18696 2020-06-13
AC 1 13 34884 2020-06-13
AC 0 2 8473 2020-06-13
AC 0 2 9581 2020-06-13
AC 0 3 19299 2020-06-13
AC 0 7 19311 2020-06-13
AC 0 9 19955 2020-06-13
AC 0 7 18824 2020-06-13
AC 0 0 12241 2020-06-13
AC 1 129 413418 2020-06-13
AC 0 0 19351 2020-06-13
AC 0 0 6717 2020-06-13
AC 0 14 46511 2020-06-13
AC 0 7 23236 2020-06-13
AC 0 2 43151 2020-06-13
AC 0 12 19596 2020-06-13
AC 2 239 894470 2020-06-13
AC 0 6 15490 2020-06-14
AC 0 7 7534 2020-06-14
AC 0 21 26702 2020-06-14
AC 0 2 10420 2020-06-14
AC 0 2 12008 2020-06-14
AC 0 10 89072 2020-06-14
AC 0 8 18696 2020-06-14
AC 1 1 34884 2020-06-14
AC 0 1 8473 2020-06-14
AC 0 0 9581 2020-06-14
AC 0 0 19299 2020-06-14
AC 0 0 19311 2020-06-14
AC 0 0 19955 2020-06-14
AC 0 0 18824 2020-06-14
AC 0 1 12241 2020-06-14
AC 2 29 413418 2020-06-14
AC 0 3 19351 2020-06-14
AC 0 1 6717 2020-06-14
AC 0 15 46511 2020-06-14
AC 0 0 23236 2020-06-14
AC 0 0 43151 2020-06-14
AC 0 1 19596 2020-06-14
AC 3 108 894470 2020-06-14
AC 0 0 15490 2020-06-15
AC 0 0 7534 2020-06-15
AC 0 6 26702 2020-06-15
AC 0 -1 10420 2020-06-15
AC 0 1 12008 2020-06-15
AC 1 6 89072 2020-06-15
AC 0 0 18696 2020-06-15
AC 1 0 34884 2020-06-15
AC 0 1 8473 2020-06-15
AC 0 0 9581 2020-06-15
AC 0 0 19299 2020-06-15
AC 0 0 19311 2020-06-15
AC 0 0 19955 2020-06-15
AC 0 9 18824 2020-06-15
AC 0 0 12241 2020-06-15
AC 4 101 413418 2020-06-15
AC 0 2 19351 2020-06-15
AC 0 0 6717 2020-06-15
AC 0 2 46511 2020-06-15
AC 0 1 23236 2020-06-15
AC 0 0 43151 2020-06-15
AC 0 1 19596 2020-06-15
AC 6 129 894470 2020-06-15
AC 0 0 15490 2020-06-16
AC 0 4 7534 2020-06-16
AC 0 0 26702 2020-06-16
AC 0 6 10420 2020-06-16
AC 0 1 12008 2020-06-16
AC 2 24 89072 2020-06-16
AC 0 0 18696 2020-06-16
AC 0 13 34884 2020-06-16
AC 0 1 8473 2020-06-16
AC 0 1 9581 2020-06-16
AC 0 2 19299 2020-06-16
AC 0 1 19311 2020-06-16
AC 0 6 19955 2020-06-16
AC 0 0 18824 2020-06-16
AC 0 1 12241 2020-06-16
AC 4 165 413418 2020-06-16
AC 0 2 19351 2020-06-16
AC 0 2 6717 2020-06-16
AC 0 1 46511 2020-06-16
AC 0 1 23236 2020-06-16
AC 0 2 43151 2020-06-16
AC 0 -1 19596 2020-06-16
AC 6 232 894470 2020-06-16
AC 0 2 15490 2020-06-17
AC 0 10 7534 2020-06-17
AC 0 23 26702 2020-06-17
AC 0 6 10420 2020-06-17
AC 0 0 12008 2020-06-17
AC 0 14 89072 2020-06-17
AC 1 1 18696 2020-06-17
AC 0 10 34884 2020-06-17
AC 0 3 8473 2020-06-17
AC 0 5 9581 2020-06-17
AC 0 4 19299 2020-06-17
AC 0 4 19311 2020-06-17
AC 0 0 19955 2020-06-17
AC 0 10 18824 2020-06-17
AC 0 2 12241 2020-06-17
AC 7 132 413418 2020-06-17
AC 1 6 19351 2020-06-17
AC 0 6 6717 2020-06-17
AC 0 43 46511 2020-06-17
AC 1 12 23236 2020-06-17
AC 0 17 43151 2020-06-17
AC 0 26 19596 2020-06-17
AC 10 336 894470 2020-06-17
AC 0 1 15490 2020-06-18
AC 0 19 7534 2020-06-18
AC 0 0 26702 2020-06-18
AC 0 15 10420 2020-06-18
AC 0 8 12008 2020-06-18
AC 3 78 89072 2020-06-18
AC 0 0 18696 2020-06-18
AC 0 16 34884 2020-06-18
AC 0 6 8473 2020-06-18
AC 0 2 9581 2020-06-18
AC 0 1 19299 2020-06-18
AC 0 5 19311 2020-06-18
AC 1 1 19955 2020-06-18
AC 0 4 18824 2020-06-18
AC 0 8 12241 2020-06-18
AC 2 59 413418 2020-06-18
AC 0 7 19351 2020-06-18
AC 0 16 6717 2020-06-18
AC 0 20 46511 2020-06-18
AC 0 0 23236 2020-06-18
AC 0 48 43151 2020-06-18
AC 0 11 19596 2020-06-18
AC 6 325 894470 2020-06-18
AC 0 0 15490 2020-06-19
AC 0 3 7534 2020-06-19
AC 0 0 26702 2020-06-19
AC 0 0 10420 2020-06-19
AC 1 3 12008 2020-06-19
AC 0 14 89072 2020-06-19
AC 1 13 18696 2020-06-19
AC 0 12 34884 2020-06-19
AC 0 4 8473 2020-06-19
AC 0 1 9581 2020-06-19
AC 0 2 19299 2020-06-19
AC 0 1 19311 2020-06-19
AC 0 3 19955 2020-06-19
AC 0 3 18824 2020-06-19
AC 0 12 12241 2020-06-19
AC 3 151 413418 2020-06-19
AC 0 11 19351 2020-06-19
AC 0 0 6717 2020-06-19
AC 0 19 46511 2020-06-19
AC 0 13 23236 2020-06-19
AC 0 53 43151 2020-06-19
AC 0 5 19596 2020-06-19
AC 5 323 894470 2020-06-19
AC 0 0 15490 2020-06-20
AC 0 8 7534 2020-06-20
AC 0 0 26702 2020-06-20
AC 0 4 10420 2020-06-20
AC 0 2 12008 2020-06-20
AC 0 24 89072 2020-06-20
AC 0 0 18696 2020-06-20
AC 0 17 34884 2020-06-20
AC 0 0 8473 2020-06-20
AC 0 1 9581 2020-06-20
AC 0 0 19299 2020-06-20
AC 1 8 19311 2020-06-20
AC 0 4 19955 2020-06-20
AC 0 13 18824 2020-06-20
AC 0 21 12241 2020-06-20
AC 4 106 413418 2020-06-20
AC 0 1 19351 2020-06-20
AC 0 24 6717 2020-06-20
AC 0 27 46511 2020-06-20
AC 0 0 23236 2020-06-20
AC 0 11 43151 2020-06-20
AC 0 5 19596 2020-06-20
AC 5 276 894470 2020-06-20
AC 0 0 15490 2020-06-21
AC 0 0 7534 2020-06-21
AC 0 0 26702 2020-06-21
AC 0 4 10420 2020-06-21
AC 1 5 12008 2020-06-21
AC 0 0 89072 2020-06-21
AC 0 0 18696 2020-06-21
AC 0 0 34884 2020-06-21
AC 0 0 8473 2020-06-21
AC 0 0 9581 2020-06-21
AC 0 0 19299 2020-06-21
AC 0 0 19311 2020-06-21
AC 0 9 19955 2020-06-21
AC 0 13 18824 2020-06-21
AC 0 0 12241 2020-06-21
AC 2 80 413418 2020-06-21
AC 0 3 19351 2020-06-21
AC 0 0 6717 2020-06-21
AC 0 0 46511 2020-06-21
AC 0 0 23236 2020-06-21
AC 0 4 43151 2020-06-21
AC 0 0 19596 2020-06-21
AC 3 118 894470 2020-06-21
AC 0 4 15490 2020-06-22
AC 0 2 7534 2020-06-22
AC 0 25 26702 2020-06-22
AC 0 4 10420 2020-06-22
AC 0 5 12008 2020-06-22
AC 1 20 89072 2020-06-22
AC 0 6 18696 2020-06-22
AC 0 0 34884 2020-06-22
AC 0 3 8473 2020-06-22
AC 0 0 9581 2020-06-22
AC 0 0 19299 2020-06-22
AC 0 0 19311 2020-06-22
AC 0 1 19955 2020-06-22
AC 0 11 18824 2020-06-22
AC 0 0 12241 2020-06-22
AC 3 67 413418 2020-06-22
AC 0 0 19351 2020-06-22
AC 0 0 6717 2020-06-22
AC 0 0 46511 2020-06-22
AC 0 7 23236 2020-06-22
AC 0 1 43151 2020-06-22
AC 1 2 19596 2020-06-22
AC 5 158 894470 2020-06-22
AC 0 0 15490 2020-06-23
AC 0 0 7534 2020-06-23
AC 0 6 26702 2020-06-23
AC 0 10 10420 2020-06-23
AC 0 0 12008 2020-06-23
AC 2 37 89072 2020-06-23
AC 0 0 18696 2020-06-23
AC 0 13 34884 2020-06-23
AC 0 0 8473 2020-06-23
AC 0 1 9581 2020-06-23
AC 0 8 19299 2020-06-23
AC 1 5 19311 2020-06-23
AC 0 0 19955 2020-06-23
AC 0 2 18824 2020-06-23
AC 0 2 12241 2020-06-23
AC 13 124 413418 2020-06-23
AC 0 2 19351 2020-06-23
AC 0 7 6717 2020-06-23
AC 0 31 46511 2020-06-23
AC 0 1 23236 2020-06-23
AC 0 15 43151 2020-06-23
AC 0 7 19596 2020-06-23
AC 16 271 894470 2020-06-23
AC 1 0 15490 2020-06-24
AC 0 6 7534 2020-06-24
AC 0 20 26702 2020-06-24
AC 0 3 10420 2020-06-24
AC 1 0 12008 2020-06-24
AC 0 22 89072 2020-06-24
AC 0 8 18696 2020-06-24
AC 0 20 34884 2020-06-24
AC 0 0 8473 2020-06-24
AC 0 0 9581 2020-06-24
AC 0 5 19299 2020-06-24
AC 0 5 19311 2020-06-24
AC 0 13 19955 2020-06-24
AC 0 5 18824 2020-06-24
AC 0 2 12241 2020-06-24
AC 2 56 413418 2020-06-24
AC 0 1 19351 2020-06-24
AC 0 1 6717 2020-06-24
AC 0 17 46511 2020-06-24
AC 0 8 23236 2020-06-24
AC 0 4 43151 2020-06-24
AC 1 16 19596 2020-06-24
AC 5 212 894470 2020-06-24
AC 0 0 15490 2020-06-25
AC 0 0 7534 2020-06-25
AC 0 0 26702 2020-06-25
AC 2 2 10420 2020-06-25
AC 0 6 12008 2020-06-25
AC 1 33 89072 2020-06-25
AC 0 1 18696 2020-06-25
AC 1 16 34884 2020-06-25
AC 0 0 8473 2020-06-25
AC 0 4 9581 2020-06-25
AC 1 6 19299 2020-06-25
AC 0 8 19311 2020-06-25
AC 0 1 19955 2020-06-25
AC 0 12 18824 2020-06-25
AC 0 0 12241 2020-06-25
AC 4 148 413418 2020-06-25
AC 0 2 19351 2020-06-25
AC 0 9 6717 2020-06-25
AC 0 28 46511 2020-06-25
AC 0 4 23236 2020-06-25
AC 0 3 43151 2020-06-25
AC 0 -1 19596 2020-06-25
AC 9 282 894470 2020-06-25
AC 0 7 15490 2020-06-26
AC 0 24 7534 2020-06-26
AC 0 28 26702 2020-06-26
AC 0 9 10420 2020-06-26
AC 0 7 12008 2020-06-26
AC 0 24 89072 2020-06-26
AC 0 0 18696 2020-06-26
AC 0 12 34884 2020-06-26
AC 0 0 8473 2020-06-26
AC 0 0 9581 2020-06-26
AC 0 2 19299 2020-06-26
AC 0 1 19311 2020-06-26
AC 0 5 19955 2020-06-26
AC 0 8 18824 2020-06-26
AC 0 0 12241 2020-06-26
AC 7 118 413418 2020-06-26
AC 0 7 19351 2020-06-26
AC 0 2 6717 2020-06-26
AC 1 20 46511 2020-06-26
AC 0 8 23236 2020-06-26
AC 0 54 43151 2020-06-26
AC 0 4 19596 2020-06-26
AC 8 340 894470 2020-06-26
AC 0 0 15490 2020-06-27
AC 0 0 7534 2020-06-27
AC 0 5 26702 2020-06-27
AC 0 9 10420 2020-06-27
AC 0 5 12008 2020-06-27
AC 1 23 89072 2020-06-27
AC 0 0 18696 2020-06-27
AC 0 15 34884 2020-06-27
AC 0 5 8473 2020-06-27
AC 0 0 9581 2020-06-27
AC 0 0 19299 2020-06-27
AC 0 4 19311 2020-06-27
AC 0 2 19955 2020-06-27
AC 0 14 18824 2020-06-27
AC 0 0 12241 2020-06-27
AC 6 149 413418 2020-06-27
AC 0 1 19351 2020-06-27
AC 0 3 6717 2020-06-27
AC 0 30 46511 2020-06-27
AC 1 1 23236 2020-06-27
AC 0 3 43151 2020-06-27
AC 0 0 19596 2020-06-27
AC 8 269 894470 2020-06-27
AC 0 0 15490 2020-06-28
AC 0 3 7534 2020-06-28
AC 0 0 26702 2020-06-28
AC 0 9 10420 2020-06-28
AC 0 2 12008 2020-06-28
AC 1 19 89072 2020-06-28
AC 0 0 18696 2020-06-28
AC 0 1 34884 2020-06-28
AC 0 0 8473 2020-06-28
AC 0 0 9581 2020-06-28
AC 0 0 19299 2020-06-28
AC 0 0 19311 2020-06-28
AC 0 8 19955 2020-06-28
AC 0 3 18824 2020-06-28
AC 0 0 12241 2020-06-28
AC 1 93 413418 2020-06-28
AC 0 -1 19351 2020-06-28
AC 0 0 6717 2020-06-28
AC 0 3 46511 2020-06-28
AC 0 1 23236 2020-06-28
AC 0 3 43151 2020-06-28
AC 0 1 19596 2020-06-28
AC 2 145 894470 2020-06-28
AC 0 0 15490 2020-06-29
AC 0 0 7534 2020-06-29
AC 0 24 26702 2020-06-29
AC 0 0 10420 2020-06-29
AC 0 0 12008 2020-06-29
AC 1 2 89072 2020-06-29
AC 0 9 18696 2020-06-29
AC 0 1 34884 2020-06-29
AC 0 0 8473 2020-06-29
AC 0 0 9581 2020-06-29
AC 0 0 19299 2020-06-29
AC 0 0 19311 2020-06-29
AC 0 0 19955 2020-06-29
AC 0 9 18824 2020-06-29
AC 0 0 12241 2020-06-29
AC 6 32 413418 2020-06-29
AC 0 0 19351 2020-06-29
AC 1 0 6717 2020-06-29
AC 0 0 46511 2020-06-29
AC 0 0 23236 2020-06-29
AC 0 2 43151 2020-06-29
AC 0 9 19596 2020-06-29
AC 8 88 894470 2020-06-29
AC 0 0 15490 2020-06-30
AC 0 1 7534 2020-06-30
AC 0 0 26702 2020-06-30
AC 0 3 10420 2020-06-30
AC 0 2 12008 2020-06-30
AC 0 8 89072 2020-06-30
AC 0 0 18696 2020-06-30
AC 0 0 34884 2020-06-30
AC 0 0 8473 2020-06-30
AC 1 0 9581 2020-06-30
AC 0 0 19299 2020-06-30
AC 0 0 19311 2020-06-30
AC 0 6 19955 2020-06-30
AC 0 3 18824 2020-06-30
AC 0 0 12241 2020-06-30
AC 3 81 413418 2020-06-30
AC 0 0 19351 2020-06-30
AC 0 0 6717 2020-06-30
AC 0 1 46511 2020-06-30
AC 0 0 23236 2020-06-30
AC 0 2 43151 2020-06-30
AC 0 0 19596 2020-06-30
AC 4 107 894470 2020-06-30
AC 0 2 15490 2020-07-01
AC 0 11 7534 2020-07-01
AC 0 63 26702 2020-07-01
AC 0 23 10420 2020-07-01
AC 0 0 12008 2020-07-01
AC 0 30 89072 2020-07-01
AC 0 15 18696 2020-07-01
AC 0 40 34884 2020-07-01
AC 0 4 8473 2020-07-01
AC 0 2 9581 2020-07-01
AC 0 13 19299 2020-07-01
AC 0 20 19311 2020-07-01
AC 0 5 19955 2020-07-01
AC 0 4 18824 2020-07-01
AC 0 0 12241 2020-07-01
AC 4 149 413418 2020-07-01
AC 0 0 19351 2020-07-01
AC 0 2 6717 2020-07-01
AC 0 37 46511 2020-07-01
AC 0 6 23236 2020-07-01
AC 1 30 43151 2020-07-01
AC 0 6 19596 2020-07-01
AC 5 462 894470 2020-07-01
AC 0 5 15490 2020-07-02
AC 0 10 7534 2020-07-02
AC 0 15 26702 2020-07-02
AC 0 8 10420 2020-07-02
AC 0 1 12008 2020-07-02
AC 1 37 89072 2020-07-02
AC 0 8 18696 2020-07-02
AC 0 7 34884 2020-07-02
AC 0 0 8473 2020-07-02
AC 0 1 9581 2020-07-02
AC 0 5 19299 2020-07-02
AC 0 8 19311 2020-07-02
AC 0 1 19955 2020-07-02
AC 1 1 18824 2020-07-02
AC 0 0 12241 2020-07-02
AC 5 153 413418 2020-07-02
AC 0 2 19351 2020-07-02
AC 0 3 6717 2020-07-02
AC 0 12 46511 2020-07-02
AC 0 2 23236 2020-07-02
AC 1 40 43151 2020-07-02
AC 0 14 19596 2020-07-02
AC 8 333 894470 2020-07-02
AC 0 0 15490 2020-07-03
AC 0 0 7534 2020-07-03
AC 0 0 26702 2020-07-03
AC 0 0 10420 2020-07-03
AC 0 1 12008 2020-07-03
AC 1 1 89072 2020-07-03
AC 0 0 18696 2020-07-03
AC 1 0 34884 2020-07-03
AC 0 0 8473 2020-07-03
AC 0 0 9581 2020-07-03
AC 0 0 19299 2020-07-03
AC 1 0 19311 2020-07-03
AC 1 6 19955 2020-07-03
AC 1 1 18824 2020-07-03
AC 0 0 12241 2020-07-03
AC 3 44 413418 2020-07-03
AC 0 1 19351 2020-07-03
AC 0 0 6717 2020-07-03
AC 0 10 46511 2020-07-03
AC 0 0 23236 2020-07-03
AC 0 0 43151 2020-07-03
AC 1 0 19596 2020-07-03
AC 9 64 894470 2020-07-03
AC 0 0 15490 2020-07-04
AC 0 0 7534 2020-07-04
AC 0 16 26702 2020-07-04
AC 0 18 10420 2020-07-04
AC 0 7 12008 2020-07-04
AC 1 48 89072 2020-07-04
AC 0 5 18696 2020-07-04
AC 1 15 34884 2020-07-04
AC 0 0 8473 2020-07-04
AC 0 0 9581 2020-07-04
AC 0 11 19299 2020-07-04
AC 0 6 19311 2020-07-04
